provname,year,quintile,itemid,item,binshr,implrealdol
Alberta,2007,2,23,Net Professional Income,.0296606421470642,43324.375
Alberta,2007,2,33,Total Income Assessed,.0832876563072205,13472121
Alberta,2007,2,89,Public Transit Amount,.1909725666046143,13791.458
Alberta,2007,3,19,Taxable Capital Gains,.0371657013893127,195905
Alberta,2007,3,20,Registered Retirement Savings Plan Income,.1781111359596252,243299.41
Alberta,2007,3,23,Net Professional Income,.0455602407455444,66548.422
Alberta,2007,3,33,Total Income Assessed,.1451025605201721,23470936
Alberta,2007,3,89,Public Transit Amount,.2476514875888824,17884.639
Alberta,2007,4,19,Taxable Capital Gains,.0874322652816772,460866.28
Alberta,2007,4,20,Registered Retirement Savings Plan Income,.2601089477539063,355308.25
Alberta,2007,4,23,Net Professional Income,.0659100413322449,96272.742
Alberta,2007,4,33,Total Income Assessed,.2331714630126953,37716444
Alberta,2007,4,89,Public Transit Amount,.257068857550621,18564.732
Alberta,2007,5,19,Taxable Capital Gains,.8433808088302612,4445564.5
Alberta,2007,5,20,Registered Retirement Savings Plan Income,.4298654198646545,587195.19
Alberta,2007,5,23,Net Professional Income,.8477691411972046,1238310
Alberta,2007,5,33,Total Income Assessed,.5021290183067322,81221432
Alberta,2007,5,89,Public Transit Amount,.1818749150261283,13134.454
Alberta,2008,1,19,Taxable Capital Gains,.0071240067481995,23822.492
Alberta,2008,1,20,Registered Retirement Savings Plan Income,.0472509860992432,60138.957
Alberta,2008,1,23,Net Professional Income,.0083903074264526,12283.524
Alberta,2008,1,33,Total Income Assessed,.0365367531776428,6071655.5
Alberta,2008,1,89,Public Transit Amount,.1050105094909668,9845.4297
Alberta,2008,2,19,Taxable Capital Gains,.0176922678947449,59162.48
Alberta,2008,2,20,Registered Retirement Savings Plan Income,.0855231881141663,108850.12
Alberta,2008,2,23,Net Professional Income,.0287347435951233,42068.055
Alberta,2008,2,33,Total Income Assessed,.084946870803833,14116419
Alberta,2008,2,89,Public Transit Amount,.2154683470726013,20201.582
Alberta,2008,3,19,Taxable Capital Gains,.0344410538673401,115169.98
Alberta,2008,3,20,Registered Retirement Savings Plan Income,.1733949780464172,220689.44
Alberta,2008,3,23,Net Professional Income,.0429249405860901,62842.699
Alberta,2008,3,33,Total Income Assessed,.1472271680831909,24466122
Alberta,2008,3,89,Public Transit Amount,.2517789006233215,23605.936
Alberta,2008,4,19,Taxable Capital Gains,.0803076028823853,268546.53
Alberta,2008,4,20,Registered Retirement Savings Plan Income,.2544664442539215,323873.59
Alberta,2008,4,23,Net Professional Income,.0709252953529358,103835.6
Alberta,2008,4,33,Total Income Assessed,.2399959564208984,39882384
Alberta,2008,4,89,Public Transit Amount,.2411957532167435,22613.695
Alberta,2008,5,19,Taxable Capital Gains,.8604350686073303,2877272.3
Alberta,2008,5,20,Registered Retirement Savings Plan Income,.4393643960356712,559203.5
Alberta,2008,5,23,Net Professional Income,.8490247130393982,1242983.8
Alberta,2008,5,33,Total Income Assessed,.4912932440638542,81642816
Alberta,2008,5,89,Public Transit Amount,.1865464844740927,17489.967
Alberta,2009,1,19,Taxable Capital Gains,.0127773284912109,28908.959
Alberta,2009,1,20,Registered Retirement Savings Plan Income,.0475785136222839,76950.438
Alberta,2009,1,23,Net Professional Income,.0122223496437073,17396.996
Alberta,2009,1,33,Total Income Assessed,.0361207127571106,5857901.5
Alberta,2009,1,74,Spouse Or Common-Law Partner Amount,.1422732472419739,263249.56
Alberta,2009,1,89,Public Transit Amount,.1115071773529053,11836.219
Alberta,2009,2,19,Taxable Capital Gains,.0205731391906738,46547.133
Alberta,2009,2,20,Registered Retirement Savings Plan Income,.1090940833091736,176441.78
Alberta,2009,2,23,Net Professional Income,.0270128846168518,38449.484
Alberta,2009,2,33,Total Income Assessed,.0874512195587158,14182462
Alberta,2009,2,74,Spouse Or Common-Law Partner Amount,.172266960144043,318747.25
Alberta,2009,2,89,Public Transit Amount,.1961447596549988,20820.295
Alberta,2009,3,19,Taxable Capital Gains,.0419396758079529,94889.344
Alberta,2009,3,20,Registered Retirement Savings Plan Income,.1858835816383362,300636.19
Alberta,2009,3,23,Net Professional Income,.0404663681983948,57598.848
Alberta,2009,3,33,Total Income Assessed,.1518300771713257,24623148
Alberta,2009,3,74,Spouse Or Common-Law Partner Amount,.1858396232128143,343860.88
Alberta,2009,3,89,Public Transit Amount,.2594603300094604,27541.09
Alberta,2009,4,19,Taxable Capital Gains,.0934433341026306,211417.39
Alberta,2009,4,20,Registered Retirement Savings Plan Income,.2584778666496277,418045.53
Alberta,2009,4,23,Net Professional Income,.0770032405853271,109604.55
Alberta,2009,4,33,Total Income Assessed,.2475169599056244,40141236
Alberta,2009,4,74,Spouse Or Common-Law Partner Amount,.2128945589065552,393920.88
Alberta,2009,4,89,Public Transit Amount,.2531663924455643,26873.004
Alberta,2009,5,19,Taxable Capital Gains,.8312665224075317,1880756.9
Alberta,2009,5,20,Registered Retirement Savings Plan Income,.398965947329998,645261.94
Alberta,2009,5,23,Net Professional Income,.843295156955719,1200325.9
Alberta,2009,5,33,Total Income Assessed,.4770810231566429,77370944
Alberta,2009,5,74,Spouse Or Common-Law Partner Amount,.2867256123572588,530531.19
Alberta,2009,5,89,Public Transit Amount,.1797213437967002,19076.988
Alberta,2010,1,19,Taxable Capital Gains,.0106919407844543,34965.184
Alberta,2010,1,20,Registered Retirement Savings Plan Income,.0437695384025574,80219.609
Alberta,2010,1,23,Net Professional Income,.0125792622566223,17704.33
Alberta,2010,1,33,Total Income Assessed,.035539448261261,5819778
Alberta,2010,1,74,Spouse Or Common-Law Partner Amount,.1394001245498657,263971.75
Alberta,2010,1,89,Public Transit Amount,.1165112853050232,12696.646
Alberta,2010,2,19,Taxable Capital Gains,.0190019011497498,62140.727
Alberta,2010,2,20,Registered Retirement Savings Plan Income,.1036869883537292,190034.67
Alberta,2010,2,23,Net Professional Income,.0276567339897156,38924.695
Alberta,2010,2,33,Total Income Assessed,.0863196849822998,14135318
Alberta,2010,2,74,Spouse Or Common-Law Partner Amount,.1743903160095215,330230.09
Alberta,2010,2,89,Public Transit Amount,.1968477964401245,21451.197
Alberta,2010,3,19,Taxable Capital Gains,.0402528643608093,131636.42
Alberta,2010,3,20,Registered Retirement Savings Plan Income,.1853780746459961,339755.88
Alberta,2010,3,23,Net Professional Income,.0410337448120117,57751.797
Alberta,2010,3,33,Total Income Assessed,.1521157026290894,24909774
Alberta,2010,3,74,Spouse Or Common-Law Partner Amount,.1874683797359467,354995.06
Alberta,2010,3,89,Public Transit Amount,.256762832403183,27980.35
Alberta,2010,4,19,Taxable Capital Gains,.0871987342834473,285160.56
Alberta,2010,4,20,Registered Retirement Savings Plan Income,.2540453672409058,465607.41
Alberta,2010,4,23,Net Professional Income,.0768789052963257,108201.06
Alberta,2010,4,33,Total Income Assessed,.250167042016983,40966216
Alberta,2010,4,74,Spouse Or Common-Law Partner Amount,.2119693756103516,401390.81
Alberta,2010,4,89,Public Transit Amount,.2508116364479065,27331.828
Alberta,2010,5,19,Taxable Capital Gains,.8428545594215393,2756334.5
Alberta,2010,5,20,Registered Retirement Savings Plan Income,.4131200239062309,757155.06
Alberta,2010,5,23,Net Professional Income,.8418513536453247,1184840.1
Alberta,2010,5,33,Total Income Assessed,.4758581221103668,77924360
Alberta,2010,5,74,Spouse Or Common-Law Partner Amount,.2867718059569597,543038.63
Alberta,2010,5,89,Public Transit Amount,.1790664489381015,19513.502
Alberta,2011,1,19,Taxable Capital Gains,.011031448841095,36587.574
Alberta,2011,1,20,Registered Retirement Savings Plan Income,.0418204069137573,77613.891
Alberta,2011,1,23,Net Professional Income,.0135668516159058,17899.588
Alberta,2011,1,33,Total Income Assessed,.0351450443267822,6024700.5
Alberta,2011,1,74,Spouse Or Common-Law Partner Amount,.1391071677207947,261757.47
Alberta,2011,1,89,Public Transit Amount,.1201827526092529,13810.838
Alberta,2011,2,19,Taxable Capital Gains,.0193204283714294,64079.313
Alberta,2011,2,20,Registered Retirement Savings Plan Income,.1053454875946045,195509.16
Alberta,2011,2,23,Net Professional Income,.0300590991973877,39658.832
Alberta,2011,2,33,Total Income Assessed,.0862653851509094,14787949
Alberta,2011,2,74,Spouse Or Common-Law Partner Amount,.171265721321106,322270.09
Alberta,2011,2,89,Public Transit Amount,.1995370388031006,22929.859
Alberta,2011,3,19,Taxable Capital Gains,.040841281414032,135456.69
Alberta,2011,3,20,Registered Retirement Savings Plan Income,.1841841340065002,341824.66
Alberta,2011,3,23,Net Professional Income,.0457844138145447,60406.215
Alberta,2011,3,33,Total Income Assessed,.1519203782081604,26042784
Alberta,2011,3,74,Spouse Or Common-Law Partner Amount,.1811951994895935,340954.38
Alberta,2011,3,89,Public Transit Amount,.2538634538650513,29172.797
Alberta,2011,4,19,Taxable Capital Gains,.0853207111358643,282979.88
Alberta,2011,4,20,Registered Retirement Savings Plan Income,.2495185732841492,463077.91
Alberta,2011,4,23,Net Professional Income,.0869815945625305,114760.21
Alberta,2011,4,33,Total Income Assessed,.2504582405090332,42934528
Alberta,2011,4,74,Spouse Or Common-Law Partner Amount,.2158059179782867,406081.25
Alberta,2011,4,89,Public Transit Amount,.2502889782190323,28762.035
Alberta,2011,5,19,Taxable Capital Gains,.8434861302375793,2797557.5
Alberta,2011,5,20,Registered Retirement Savings Plan Income,.4191313907504082,777859.88
Alberta,2011,5,23,Net Professional Income,.8236080408096313,1086637.1
Alberta,2011,5,33,Total Income Assessed,.4762109518051147,81633944
Alberta,2011,5,74,Spouse Or Common-Law Partner Amount,.292625991627574,550633.31
Alberta,2011,5,89,Public Transit Amount,.1761277788318694,20239.777
Alberta,2012,1,19,Taxable Capital Gains,.0098187327384949,30400.635
Alberta,2012,1,20,Registered Retirement Savings Plan Income,.0425394773483276,77352.828
Alberta,2012,1,23,Net Professional Income,.0157694220542908,19528.766
Alberta,2012,1,33,Total Income Assessed,.035650908946991,6429840.5
Alberta,2012,1,74,Spouse Or Common-Law Partner Amount,.1412873864173889,275326.63
Alberta,2012,1,89,Public Transit Amount,.1264875531196594,15498.434
Alberta,2012,2,19,Taxable Capital Gains,.0180392265319824,55852.824
Alberta,2012,2,20,Registered Retirement Savings Plan Income,.1034340262413025,188082.11
Alberta,2012,2,23,Net Professional Income,.0338607430458069,41932.957
Alberta,2012,2,33,Total Income Assessed,.0866730809211731,15631974
Alberta,2012,2,74,Spouse Or Common-Law Partner Amount,.1666838526725769,324816.69
Alberta,2012,2,89,Public Transit Amount,.2001283168792725,24521.586
Alberta,2012,3,19,Taxable Capital Gains,.0425021648406982,131594.66
Alberta,2012,3,20,Registered Retirement Savings Plan Income,.1816893815994263,330379.88
Alberta,2012,3,23,Net Professional Income,.0506349205970764,62706.008
Alberta,2012,3,33,Total Income Assessed,.1531407833099365,27619796
Alberta,2012,3,74,Spouse Or Common-Law Partner Amount,.1787517666816711,348333.44
Alberta,2012,3,89,Public Transit Amount,.2518586814403534,30860.072
Alberta,2012,4,19,Taxable Capital Gains,.0867406129837036,268565.19
Alberta,2012,4,20,Registered Retirement Savings Plan Income,.2426942586898804,441309.78
Alberta,2012,4,23,Net Professional Income,.092364490032196,114383.68
Alberta,2012,4,33,Total Income Assessed,.2523731589317322,45516908
Alberta,2012,4,74,Spouse Or Common-Law Partner Amount,.2178780138492584,424578.72
Alberta,2012,4,89,Public Transit Amount,.2455040514469147,30081.445
Alberta,2012,5,19,Taxable Capital Gains,.8428992629051208,2609774
Alberta,2012,5,20,Registered Retirement Savings Plan Income,.4296428635716438,781252.94
Alberta,2012,5,23,Net Professional Income,.8073704242706299,999843.06
Alberta,2012,5,33,Total Income Assessed,.4721620604395866,85157064
Alberta,2012,5,74,Spouse Or Common-Law Partner Amount,.2953989822417498,575643.75
Alberta,2012,5,89,Public Transit Amount,.1760213957168162,21567.781
Alberta,2013,1,19,Taxable Capital Gains,.0094197988510132,32327.219
Alberta,2013,1,20,Registered Retirement Savings Plan Income,.0371819734573364,78050.625
Alberta,2013,1,23,Net Professional Income,.0166452527046204,20972.072
Alberta,2013,1,33,Total Income Assessed,.0346757769584656,6708344
Alberta,2013,1,74,Spouse Or Common-Law Partner Amount,.1445541977882385,305717.56
Alberta,2013,1,89,Public Transit Amount,.1302997469902039,17602.049
Alberta,2013,2,19,Taxable Capital Gains,.0209606885910034,71933.68
Alberta,2013,2,20,Registered Retirement Savings Plan Income,.0929981470108032,195217.27
Alberta,2013,2,23,Net Professional Income,.034467875957489,43427.563
Alberta,2013,2,33,Total Income Assessed,.0859912037849426,16635780
Alberta,2013,2,74,Spouse Or Common-Law Partner Amount,.1683482527732849,356039.59
Alberta,2013,2,89,Public Transit Amount,.2051246762275696,27710.064
Alberta,2013,3,19,Taxable Capital Gains,.0453690886497498,155699.34
Alberta,2013,3,20,Registered Retirement Savings Plan Income,.1637372374534607,343709.38
Alberta,2013,3,23,Net Professional Income,.0524703860282898,66109.703
Alberta,2013,3,33,Total Income Assessed,.1527120471000671,29543534
Alberta,2013,3,74,Spouse Or Common-Law Partner Amount,.1789161562919617,378389.66
Alberta,2013,3,89,Public Transit Amount,.2479087710380554,33489.723
Alberta,2013,4,19,Taxable Capital Gains,.0958251357078552,328856.28
Alberta,2013,4,20,Registered Retirement Savings Plan Income,.2257170677185059,473814.5
Alberta,2013,4,23,Net Professional Income,.0984288454055786,124014.75
Alberta,2013,4,33,Total Income Assessed,.2513338029384613,48622808
Alberta,2013,4,74,Spouse Or Common-Law Partner Amount,.2164792418479919,457831.78
Alberta,2013,4,89,Public Transit Amount,.2365650236606598,31957.307
Alberta,2013,5,19,Taxable Capital Gains,.8284252882003784,2843021
Alberta,2013,5,20,Registered Retirement Savings Plan Income,.4803655743598938,1008360.5
Alberta,2013,5,23,Net Professional Income,.7979876399040222,1005419.1
Alberta,2013,5,33,Total Income Assessed,.4752871692180634,91948624
Alberta,2013,5,74,Spouse Or Common-Law Partner Amount,.2917021475732327,616920.63
Alberta,2013,5,89,Public Transit Amount,.1801017839461565,24329.75
Alberta,2014,1,19,Taxable Capital Gains,.0091754198074341,43363.883
Alberta,2014,1,20,Registered Retirement Savings Plan Income,.0345399975776672,77323.359
Alberta,2014,1,23,Net Professional Income,.0140557885169983,18042.773
Alberta,2014,1,33,Total Income Assessed,.032561182975769,6634485.5
Alberta,2014,1,74,Spouse Or Common-Law Partner Amount,.1406840682029724,306206.19
Alberta,2014,1,89,Public Transit Amount,.1310928463935852,18705.207
Alberta,2014,2,19,Taxable Capital Gains,.0225040316581726,106356.13
Alberta,2014,2,20,Registered Retirement Savings Plan Income,.0922341346740723,206481
Alberta,2014,2,23,Net Professional Income,.0380340218544006,48822.535
Alberta,2014,2,33,Total Income Assessed,.0860618352890015,17535480
Alberta,2014,2,74,Spouse Or Common-Law Partner Amount,.1700604557991028,370145.44
Alberta,2014,2,89,Public Transit Amount,.2113319635391235,30154.262
Alberta,2014,3,19,Taxable Capital Gains,.0449414849281311,212397.61
Alberta,2014,3,20,Registered Retirement Savings Plan Income,.1618947982788086,362427.66
Alberta,2014,3,23,Net Professional Income,.0528863072395325,67887.734
Alberta,2014,3,33,Total Income Assessed,.1515346169471741,30875850
Alberta,2014,3,74,Spouse Or Common-Law Partner Amount,.1793792247772217,390428.22
Alberta,2014,3,89,Public Transit Amount,.247239738702774,35277.824
Alberta,2014,4,19,Taxable Capital Gains,.0933863520622253,441352.53
Alberta,2014,4,20,Registered Retirement Savings Plan Income,.2283292710781097,511151.94
Alberta,2014,4,23,Net Professional Income,.104928731918335,134692.22
Alberta,2014,4,33,Total Income Assessed,.252147763967514,51376224
Alberta,2014,4,74,Spouse Or Common-Law Partner Amount,.219956636428833,478747.06
Alberta,2014,4,89,Public Transit Amount,.2313050627708435,33004.156
Alberta,2014,5,19,Taxable Capital Gains,.8299927115440369,3922622.3
Alberta,2014,5,20,Registered Retirement Savings Plan Income,.4830017983913422,1081277.5
Alberta,2014,5,23,Net Professional Income,.7900951504707336,1014209
Alberta,2014,5,33,Total Income Assessed,.4776946008205414,97332392
Alberta,2014,5,74,Spouse Or Common-Law Partner Amount,.2899196147918701,631025.13
Alberta,2014,5,89,Public Transit Amount,.1790303885936737,25545.256
